"","gene_ref","gene_id","gene_name","condition_1","condition_2","gene_switch_q_value","switchConsequencesGene","Rank"
"526","geneComp_00021142","Rnf123","Rnf123","sgC9","sgNTC",1.75492685342769e-05,TRUE,313
"528","geneComp_00023865","Timm9","Timm9","sgC9","sgNTC",1.80558473353996e-05,FALSE,314
"530","geneComp_00020717","Rai14","Rai14","sgC9","sgNTC",1.80997251707961e-05,FALSE,315
"532","geneComp_00019562","Pigo","Pigo","sgC9","sgNTC",1.87689922475223e-05,TRUE,316
"533","geneComp_00005213","Dock5","Dock5","sgC9","sgNTC",1.92310326100636e-05,TRUE,317
"535","geneComp_00016269","Kras","Kras","sgC9","sgNTC",1.97302446268195e-05,TRUE,318
"538","geneComp_00014800","Gtf2a1","Gtf2a1","sgC9","sgNTC",1.99214927160779e-05,TRUE,319
"540","geneComp_00006809","Erh","Erh","sgC9","sgNTC",2.0104183600178e-05,TRUE,320
"542","geneComp_00023943","Tmc8","Tmc8","sgC9","sgNTC",2.03872385984394e-05,TRUE,321
"543","geneComp_00017424","Mocs1","Mocs1","sgC9","sgNTC",2.11206123634919e-05,TRUE,322
"545","geneComp_00011079","Gm32261","Gm32261","sgC9","sgNTC",2.14846271031894e-05,TRUE,323
"546","geneComp_00000416","2810039B14Rik","2810039B14Rik","sgC9","sgNTC",2.17527592784546e-05,TRUE,324
"547","geneComp_00017072","Mdm1","Mdm1","sgC9","sgNTC",2.22507023258475e-05,TRUE,325
"548","geneComp_00017635","Msln","Msln","sgC9","sgNTC",2.3001679895261e-05,TRUE,326
"549","geneComp_00004050","Clint1","Clint1","sgC9","sgNTC",2.35443743880039e-05,FALSE,327
"551","geneComp_00019484","Phf12","Phf12","sgC9","sgNTC",2.38454486716315e-05,TRUE,328
"553","geneComp_00024279","Tnnt2","Tnnt2","sgC9","sgNTC",2.39508128502302e-05,TRUE,329
"555","geneComp_00009443","Gm16046","Gm16046","sgC9","sgNTC",2.52202364340983e-05,TRUE,330
"556","geneComp_00007310","Fhip1b","Fhip1b","sgC9","sgNTC",2.64612003340028e-05,FALSE,331
"557","geneComp_00022048","Setdb2","Setdb2","sgC9","sgNTC",2.66947183222112e-05,TRUE,332
"558","geneComp_00017906","Naga","Naga","sgC9","sgNTC",2.71600542403951e-05,TRUE,333
"559","geneComp_00002708","Bclaf1","Bclaf1","sgC9","sgNTC",2.74075147208221e-05,TRUE,334
"561","geneComp_00009011","Gm14418","Gm14418","sgC9","sgNTC",2.83276309475348e-05,TRUE,335
"563","geneComp_00024282","Tnpo1","Tnpo1","sgC9","sgNTC",2.88276379205748e-05,TRUE,336
"564","geneComp_00002456","AW554918","AW554918","sgC9","sgNTC",2.97860251366445e-05,FALSE,337
"565","geneComp_00017901","Nadk","Nadk","sgC9","sgNTC",3.10304183485495e-05,FALSE,338
"566","geneComp_00005209","Dock11","Dock11","sgC9","sgNTC",3.1826835563392e-05,TRUE,339
"567","geneComp_00017366","Mllt3","Mllt3","sgC9","sgNTC",3.21466047055338e-05,TRUE,340
"569","geneComp_00003227","Cbln1","Cbln1","sgC9","sgNTC",3.26549175435408e-05,TRUE,341
"570","geneComp_00006437","ENSMUSG00000120999","ENSMUSG00000120999","sgC9","sgNTC",3.26549175435408e-05,TRUE,342
"571","geneComp_00006951","F730311O21Rik","F730311O21Rik","sgC9","sgNTC",3.26549175435408e-05,TRUE,343
"573","geneComp_00015607","Il18","Il18","sgC9","sgNTC",3.33868742850764e-05,TRUE,344
"574","geneComp_00014552","Gon7","Gon7","sgC9","sgNTC",3.37860983076803e-05,TRUE,345
"576","geneComp_00026151","Zfp995","Zfp995","sgC9","sgNTC",3.40174766271528e-05,TRUE,346
"577","geneComp_00019880","Poglut1","Poglut1","sgC9","sgNTC",3.57534385018868e-05,TRUE,347
"579","geneComp_00021218","Rnps1","Rnps1","sgC9","sgNTC",3.57534385018868e-05,FALSE,348
"581","geneComp_00026206","Zmynd8","Zmynd8","sgC9","sgNTC",3.59849969626383e-05,FALSE,349
"583","geneComp_00004451","Csf1","Csf1","sgC9","sgNTC",3.77097909778145e-05,FALSE,350
"585","geneComp_00016662","Lrrc61","Lrrc61","sgC9","sgNTC",3.89105286695898e-05,TRUE,351
"586","geneComp_00015965","Kbtbd4","Kbtbd4","sgC9","sgNTC",3.90713067498247e-05,FALSE,352
"587","geneComp_00007188","Fbxo17","Fbxo17","sgC9","sgNTC",3.95670358649721e-05,TRUE,353
"589","geneComp_00025951","Zfp598","Zfp598","sgC9","sgNTC",4.16610520188051e-05,FALSE,354
"591","geneComp_00019521","Phpt1","Phpt1","sgC9","sgNTC",4.17392819759517e-05,TRUE,355
"593","geneComp_00022394","Slc27a1","Slc27a1","sgC9","sgNTC",4.20062457460568e-05,TRUE,356
"595","geneComp_00019949","Pop4","Pop4","sgC9","sgNTC",4.42517663877698e-05,TRUE,357
"597","geneComp_00003026","C8g","C8g","sgC9","sgNTC",4.5673610293716e-05,TRUE,358
"598","geneComp_00007535","Fxyd2","Fxyd2","sgC9","sgNTC",4.60016942983061e-05,FALSE,359
"599","geneComp_00025343","Vps37c","Vps37c","sgC9","sgNTC",4.66289316754205e-05,FALSE,360
"600","geneComp_00018951","Os9","Os9","sgC9","sgNTC",4.87922717759383e-05,FALSE,361
"602","geneComp_00020901","Rcor2","Rcor2","sgC9","sgNTC",5.21461427964914e-05,TRUE,362
"604","geneComp_00003392","Ccl27a","Ccl27a","sgC9","sgNTC",5.27827268647411e-05,TRUE,363
"606","geneComp_00017845","Myof","Myof","sgC9","sgNTC",5.4880624274904e-05,FALSE,364
"608","geneComp_00004902","Ddx46","Ddx46","sgC9","sgNTC",5.56756011566457e-05,TRUE,365
"610","geneComp_00022638","Smarcc2","Smarcc2","sgC9","sgNTC",5.87152667251426e-05,FALSE,366
"612","geneComp_00024376","Tpx2","Tpx2","sgC9","sgNTC",6.13783141709662e-05,FALSE,367
"614","geneComp_00024304","Tom1l2","Tom1l2","sgC9","sgNTC",6.26006279759598e-05,FALSE,368
"616","geneComp_00022090","Sgf29","Sgf29","sgC9","sgNTC",6.43191377698356e-05,TRUE,369
"617","geneComp_00020921","Recql","Recql","sgC9","sgNTC",6.85715175355022e-05,TRUE,370
"619","geneComp_00014498","Gnaq","Gnaq","sgC9","sgNTC",7.17783728801538e-05,TRUE,371
"621","geneComp_00023136","Ssh1","Ssh1","sgC9","sgNTC",7.23525282338515e-05,FALSE,372
"622","geneComp_00019746","Plekha4","Plekha4","sgC9","sgNTC",7.94845786049412e-05,TRUE,373
"624","geneComp_00020723","Ralgapa2","Ralgapa2","sgC9","sgNTC",8.03686896766647e-05,FALSE,374
"625","geneComp_00016910","Map3k7","Map3k7","sgC9","sgNTC",8.07608369361698e-05,FALSE,375
"626","geneComp_00020988","Rfxank","Rfxank","sgC9","sgNTC",8.67124173487421e-05,FALSE,376
"628","geneComp_00003315","Ccdc189","Ccdc189","sgC9","sgNTC",8.71277087406459e-05,TRUE,377
"629","geneComp_00022843","Soat1","Soat1","sgC9","sgNTC",8.90277723749245e-05,TRUE,378
"630","geneComp_00021586","Rsph3a","Rsph3a","sgC9","sgNTC",9.09284173963165e-05,TRUE,379
"631","geneComp_00015831","Itga7","Itga7","sgC9","sgNTC",9.22187188141731e-05,FALSE,380
"632","geneComp_00023451","Taf11","Taf11","sgC9","sgNTC",9.30326425700823e-05,TRUE,381
"634","geneComp_00015334","Hrob","Hrob","sgC9","sgNTC",9.40742297589198e-05,TRUE,382
"636","geneComp_00019006","Oxa1l","Oxa1l","sgC9","sgNTC",9.65218211920063e-05,TRUE,383
"638","geneComp_00019942","Pomp","Pomp","sgC9","sgNTC",9.67825863058079e-05,TRUE,384
"640","geneComp_00019185","Pcdh1","Pcdh1","sgC9","sgNTC",9.78424116662231e-05,TRUE,385
"641","geneComp_00003740","Cep290","Cep290","sgC9","sgNTC",0.000100094497636441,TRUE,386
"642","geneComp_00002679","Bcas3","Bcas3","sgC9","sgNTC",0.000101717277688459,TRUE,387
"643","geneComp_00019270","Pcsk7","Pcsk7","sgC9","sgNTC",0.000102039689190987,TRUE,388
"644","geneComp_00000708","4930581F22Rik","4930581F22Rik","sgC9","sgNTC",0.000102490554320797,TRUE,389
"646","geneComp_00017895","Nabp1","Nabp1","sgC9","sgNTC",0.000103388915511742,TRUE,390
"647","geneComp_00022161","Shisa4","Shisa4","sgC9","sgNTC",0.000110338061930838,TRUE,391
"648","geneComp_00019063","Pagr1a","Pagr1a","sgC9","sgNTC",0.000111847784292647,TRUE,392
"649","geneComp_00023298","Stxbp4","Stxbp4","sgC9","sgNTC",0.00011186661783876,TRUE,393
"651","geneComp_00021863","Sdr39u1","Sdr39u1","sgC9","sgNTC",0.000113123019980901,TRUE,394
"652","geneComp_00014484","Gmppb","Gmppb","sgC9","sgNTC",0.000119673759355636,TRUE,395
"654","geneComp_00025980","Zfp652","Zfp652","sgC9","sgNTC",0.000120339050594572,TRUE,396
"656","geneComp_00016126","Kif23","Kif23","sgC9","sgNTC",0.000123694164161847,TRUE,397
"658","geneComp_00003752","Cep70","Cep70","sgC9","sgNTC",0.000126036615894393,TRUE,398
"659","geneComp_00025754","Zfhx2","Zfhx2","sgC9","sgNTC",0.000129089577381703,TRUE,399
"661","geneComp_00020095","Ppp4r3a","Ppp4r3a","sgC9","sgNTC",0.000130505136291796,TRUE,400
"662","geneComp_00002889","Btbd10","Btbd10","sgC9","sgNTC",0.000130597104094939,TRUE,401
"664","geneComp_00004095","Cmc4","Cmc4","sgC9","sgNTC",0.000131031434222006,FALSE,402
"665","geneComp_00021060","Rif1","Rif1","sgC9","sgNTC",0.000131065900590856,TRUE,403
"666","geneComp_00021161","Rnf157","Rnf157","sgC9","sgNTC",0.000131575183831777,TRUE,404
"667","geneComp_00018376","Nptn","Nptn","sgC9","sgNTC",0.000132599849502944,TRUE,405
"668","geneComp_00025610","Ypel1","Ypel1","sgC9","sgNTC",0.000132599849502944,TRUE,406
"669","geneComp_00016997","Maz","Maz","sgC9","sgNTC",0.000136113936477142,FALSE,407
"670","geneComp_00022516","Slc4a2","Slc4a2","sgC9","sgNTC",0.000137994391662421,FALSE,408
"671","geneComp_00007169","Fbxl15","Fbxl15","sgC9","sgNTC",0.000140480391591395,TRUE,409
"673","geneComp_00024337","Tox4","Tox4","sgC9","sgNTC",0.000142335698416239,TRUE,410
"675","geneComp_00025897","Zfp451","Zfp451","sgC9","sgNTC",0.000143735408174188,TRUE,411
"676","geneComp_00007003","Fam131a","Fam131a","sgC9","sgNTC",0.000149677272844234,TRUE,412
"677","geneComp_00023132","Ssbp3","Ssbp3","sgC9","sgNTC",0.000153593427479485,FALSE,413
"679","geneComp_00016987","Mat2a","Mat2a","sgC9","sgNTC",0.00015525133804116,TRUE,414
"681","geneComp_00017971","Ncapd3","Ncapd3","sgC9","sgNTC",0.000160792703916296,TRUE,415
"683","geneComp_00016417","Ldlrap1","Ldlrap1","sgC9","sgNTC",0.000164316518366507,TRUE,416
"685","geneComp_00020959","Rev3l","Rev3l","sgC9","sgNTC",0.000167223183555047,TRUE,417
"686","geneComp_00024384","Traf2","Traf2","sgC9","sgNTC",0.000173899620291036,FALSE,418
"688","geneComp_00003360","Ccdc82","Ccdc82","sgC9","sgNTC",0.000175185721803961,FALSE,419
"690","geneComp_00006775","Eps15l1","Eps15l1","sgC9","sgNTC",0.000175209171058597,TRUE,420
"692","geneComp_00010599","Gm26947","Gm26947","sgC9","sgNTC",0.000176656669632218,TRUE,421
"694","geneComp_00020801","Rassf7","Rassf7","sgC9","sgNTC",0.000182715869797009,TRUE,422
"695","geneComp_00002415","Atxn7l1","Atxn7l1","sgC9","sgNTC",0.00018841102175085,TRUE,423
"696","geneComp_00023429","Syvn1","Syvn1","sgC9","sgNTC",0.000194637018387511,TRUE,424
"698","geneComp_00024636","Tspan4","Tspan4","sgC9","sgNTC",0.000194689212732266,FALSE,425
"700","geneComp_00022663","Smim10l1","Smim10l1","sgC9","sgNTC",0.000194834742253117,TRUE,426
"701","geneComp_00017909","Nagpa","Nagpa","sgC9","sgNTC",0.000197633514496672,TRUE,427
"702","geneComp_00017163","Mettl16","Mettl16","sgC9","sgNTC",0.000198423533069027,TRUE,428
"704","geneComp_00020700","Rad51c","Rad51c","sgC9","sgNTC",0.000199752088699372,FALSE,429
"705","geneComp_00003516","Cd55","Cd55","sgC9","sgNTC",0.000205086820826519,TRUE,430
"706","geneComp_00024916","Ubxn7","Ubxn7","sgC9","sgNTC",0.000205137678493451,TRUE,431
"708","geneComp_00014689","Gramd1b","Gramd1b","sgC9","sgNTC",0.000209897666931127,TRUE,432
"709","geneComp_00025583","Yap1","Yap1","sgC9","sgNTC",0.000212254455794644,FALSE,433
"711","geneComp_00018505","Nudt16l1","Nudt16l1","sgC9","sgNTC",0.000213953597738535,TRUE,434
"712","geneComp_00024652","Tssc4","Tssc4","sgC9","sgNTC",0.000216527385712233,TRUE,435
"714","geneComp_00020075","Ppp2r1b","Ppp2r1b","sgC9","sgNTC",0.000216662469648287,FALSE,436
"716","geneComp_00023352","Susd6","Susd6","sgC9","sgNTC",0.000218105045972597,FALSE,437
"718","geneComp_00023971","Tmem104","Tmem104","sgC9","sgNTC",0.000218131449897616,TRUE,438
"719","geneComp_00017838","Myo6","Myo6","sgC9","sgNTC",0.000226642053135587,FALSE,439
"721","geneComp_00020555","Pxmp4","Pxmp4","sgC9","sgNTC",0.000231865540221177,TRUE,440
"723","geneComp_00023108","Srrm2","Srrm2","sgC9","sgNTC",0.000232685066761651,TRUE,441
"725","geneComp_00022642","Smarce1","Smarce1","sgC9","sgNTC",0.000243689131617392,TRUE,442
"727","geneComp_00007839","Glis3","Glis3","sgC9","sgNTC",0.000244734291494494,TRUE,443
"728","geneComp_00017592","Mrps27","Mrps27","sgC9","sgNTC",0.000249949076895181,TRUE,444
"730","geneComp_00020048","Ppp1r18","Ppp1r18","sgC9","sgNTC",0.000252011463838591,FALSE,445
"732","geneComp_00025874","Zfp407","Zfp407","sgC9","sgNTC",0.000252549359270697,TRUE,446
"733","geneComp_00018940","Orc1","Orc1","sgC9","sgNTC",0.00025791134669842,TRUE,447
"734","geneComp_00021126","Rnaset2a","Rnaset2a","sgC9","sgNTC",0.000275523809054042,FALSE,448
"736","geneComp_00015320","Hps5","Hps5","sgC9","sgNTC",0.000293760407666853,TRUE,449
"737","geneComp_00025835","Zfp326","Zfp326","sgC9","sgNTC",0.000296534930804157,TRUE,450
"738","geneComp_00019744","Plekha2","Plekha2","sgC9","sgNTC",0.000296704331771361,TRUE,451
"739","geneComp_00023222","Stimate","Stimate","sgC9","sgNTC",0.000299242913425652,TRUE,452
"740","geneComp_00019724","Plcg1","Plcg1","sgC9","sgNTC",0.000299758428250909,TRUE,453
"741","geneComp_00003301","Ccdc171","Ccdc171","sgC9","sgNTC",0.000304528975476085,TRUE,454
"743","geneComp_00003749","Cep57l1","Cep57l1","sgC9","sgNTC",0.000304528975476085,TRUE,455
"745","geneComp_00002135","Arl14ep","Arl14ep","sgC9","sgNTC",0.00031688371700765,TRUE,456
"747","geneComp_00018521","Nufip2","Nufip2","sgC9","sgNTC",0.000325094534354168,FALSE,457
"749","geneComp_00004100","Cmss1","Cmss1","sgC9","sgNTC",0.000329748692613076,TRUE,458
"751","geneComp_00020269","Prpf18","Prpf18","sgC9","sgNTC",0.000331775958456973,FALSE,459
"752","geneComp_00007048","Fam204a","Fam204a","sgC9","sgNTC",0.000338775833531581,TRUE,460
"753","geneComp_00004643","Cyp2d22","Cyp2d22","sgC9","sgNTC",0.000358363346101596,TRUE,461
"754","geneComp_00007670","Gatad2b","Gatad2b","sgC9","sgNTC",0.000368693843096266,FALSE,462
"755","geneComp_00022221","Sirt5","Sirt5","sgC9","sgNTC",0.000372686643623529,TRUE,463
"756","geneComp_00003850","Chchd7","Chchd7","sgC9","sgNTC",0.000375144403939564,FALSE,464
"758","geneComp_00014590","Gpcpd1","Gpcpd1","sgC9","sgNTC",0.000376966077791166,TRUE,465
"759","geneComp_00007194","Fbxo28","Fbxo28","sgC9","sgNTC",0.000381919022992433,TRUE,466
"760","geneComp_00015524","Ift20","Ift20","sgC9","sgNTC",0.000404458962407641,FALSE,467
"762","geneComp_00000676","4930556M19Rik","4930556M19Rik","sgC9","sgNTC",0.000409974304742849,FALSE,468
"763","geneComp_00020676","Rabgap1l","Rabgap1l","sgC9","sgNTC",0.000409974304742849,TRUE,469
"764","geneComp_00010075","Gm20498","Gm20498","sgC9","sgNTC",0.000411631328854535,TRUE,470
"765","geneComp_00016194","Klhl17","Klhl17","sgC9","sgNTC",0.000425411184408202,TRUE,471
"766","geneComp_00005063","Dlgap2","Dlgap2","sgC9","sgNTC",0.000430586809909342,TRUE,472
"767","geneComp_00014847","Guk1","Guk1","sgC9","sgNTC",0.000433865849867806,FALSE,473
"768","geneComp_00002426","AU022252","AU022252","sgC9","sgNTC",0.000439683758506296,TRUE,474
"770","geneComp_00022601","Slit2","Slit2","sgC9","sgNTC",0.000455804573543548,TRUE,475
"771","geneComp_00016317","Kyat3","Kyat3","sgC9","sgNTC",0.000460680606260273,TRUE,476
"773","geneComp_00005738","Eno2","Eno2","sgC9","sgNTC",0.000465956205050232,TRUE,477
"775","geneComp_00023569","Tbl1xr1","Tbl1xr1","sgC9","sgNTC",0.000484670303936,TRUE,478
"776","geneComp_00006076","ENSMUSG00000120423","ENSMUSG00000120423","sgC9","sgNTC",0.000487961788970121,TRUE,479
"777","geneComp_00006784","Erap1","Erap1","sgC9","sgNTC",0.000497743093582454,TRUE,480
"778","geneComp_00020892","Rcc2","Rcc2","sgC9","sgNTC",0.000502296993835187,TRUE,481
"780","geneComp_00024547","Trnau1ap","Trnau1ap","sgC9","sgNTC",0.000506982482228564,TRUE,482
"781","geneComp_00017023","Mcam","Mcam","sgC9","sgNTC",0.000507433575361487,FALSE,483
"783","geneComp_00003273","Ccdc130","Ccdc130","sgC9","sgNTC",0.000508979219777344,TRUE,484
"784","geneComp_00016498","Lingo1","Lingo1","sgC9","sgNTC",0.000510843242196039,FALSE,485
"785","geneComp_00020847","Rbm34","Rbm34","sgC9","sgNTC",0.000514264615908382,FALSE,486
"787","geneComp_00000473","3830406C13Rik","3830406C13Rik","sgC9","sgNTC",0.000562281377672044,TRUE,487
"788","geneComp_00003117","Camsap2","Camsap2","sgC9","sgNTC",0.000568982114055685,TRUE,488
"789","geneComp_00020354","Psd3","Psd3","sgC9","sgNTC",0.000571623472201802,TRUE,489
"791","geneComp_00007765","Ggn","Ggn","sgC9","sgNTC",0.000581744933197213,TRUE,490
"792","geneComp_00005419","E2f3","E2f3","sgC9","sgNTC",0.000587255628915887,TRUE,491
"794","geneComp_00009989","Gm19765","Gm19765","sgC9","sgNTC",0.00059860103650926,FALSE,492
"795","geneComp_00019166","Pbdc1","Pbdc1","sgC9","sgNTC",0.000617993534302315,TRUE,493
"797","geneComp_00009301","Gm15708","Gm15708","sgC9","sgNTC",0.000640015524823034,FALSE,494
"799","geneComp_00000833","5033430I15Rik","5033430I15Rik","sgC9","sgNTC",0.000656510040933474,TRUE,495
"801","geneComp_00020350","Psat1","Psat1","sgC9","sgNTC",0.00065857287474668,FALSE,496
"803","geneComp_00003767","Cerox1","Cerox1","sgC9","sgNTC",0.000663728736796747,TRUE,497
"805","geneComp_00022032","Sesn1","Sesn1","sgC9","sgNTC",0.000664938777554765,TRUE,498
"807","geneComp_00015636","Il3ra","Il3ra","sgC9","sgNTC",0.00068943290444161,TRUE,499
"810","geneComp_00020537","Pus10","Pus10","sgC9","sgNTC",0.000705178460880261,TRUE,500
"812","geneComp_00010709","Gm28417","Gm28417","sgC9","sgNTC",0.000726286126642925,FALSE,501
"813","geneComp_00003190","Casp7","Casp7","sgC9","sgNTC",0.000727593583224581,TRUE,502
"815","geneComp_00025158","Vill","Vill","sgC9","sgNTC",0.000759567919807607,TRUE,503
"816","geneComp_00017722","Mtpap","Mtpap","sgC9","sgNTC",0.000772867959305346,TRUE,504
"817","geneComp_00015577","Ikbip","Ikbip","sgC9","sgNTC",0.000783946320154647,FALSE,505
"819","geneComp_00023395","Syngr4","Syngr4","sgC9","sgNTC",0.000811969084544214,TRUE,506
"820","geneComp_00021879","Sec22b","Sec22b","sgC9","sgNTC",0.000834462012374796,TRUE,507
"822","geneComp_00003551","Cdc25b","Cdc25b","sgC9","sgNTC",0.000848137629020339,TRUE,508
"824","geneComp_00001860","Ankrd40","Ankrd40","sgC9","sgNTC",0.000850641133709221,TRUE,509
"825","geneComp_00025799","Zfp229","Zfp229","sgC9","sgNTC",0.000885648342679236,TRUE,510
"826","geneComp_00002056","Arglu1","Arglu1","sgC9","sgNTC",0.000889586710157221,TRUE,511
"827","geneComp_00019535","Pi4ka","Pi4ka","sgC9","sgNTC",0.000923597492100623,FALSE,512
"828","geneComp_00026003","Zfp704","Zfp704","sgC9","sgNTC",0.000924872243445349,TRUE,513
"830","geneComp_00017202","Mfn1","Mfn1","sgC9","sgNTC",0.000940365059968822,TRUE,514
"832","geneComp_00015203","Hmgb3","Hmgb3","sgC9","sgNTC",0.000958834637976053,FALSE,515
"833","geneComp_00024044","Tmem179b","Tmem179b","sgC9","sgNTC",0.000965972681671907,TRUE,516
"834","geneComp_00021138","Rnf114","Rnf114","sgC9","sgNTC",0.000979041727952417,TRUE,517
"836","geneComp_00007165","Fbxl12","Fbxl12","sgC9","sgNTC",0.000979338124140806,TRUE,518
"837","geneComp_00025800","Zfp235","Zfp235","sgC9","sgNTC",0.000987795251680925,FALSE,519
"838","geneComp_00025620","Ythdf3","Ythdf3","sgC9","sgNTC",0.00100673073863625,FALSE,520
"840","geneComp_00002879","Bscl2","Bscl2","sgC9","sgNTC",0.00103436046747234,TRUE,521
"842","geneComp_00017012","Mboat1","Mboat1","sgC9","sgNTC",0.00105150523603152,TRUE,522
"844","geneComp_00011146","Gm33318","Gm33318","sgC9","sgNTC",0.00105701334295118,FALSE,523
"845","geneComp_00020908","Rdh11","Rdh11","sgC9","sgNTC",0.0010602926476004,FALSE,524
"846","geneComp_00024506","Trim68","Trim68","sgC9","sgNTC",0.00109234114785661,TRUE,525
"847","geneComp_00002163","Armc8","Armc8","sgC9","sgNTC",0.00110497573050919,TRUE,526
"848","geneComp_00004175","Cobll1","Cobll1","sgC9","sgNTC",0.00113305044665402,TRUE,527
"850","geneComp_00017019","Mbtps2","Mbtps2","sgC9","sgNTC",0.00117990174968517,TRUE,528
"851","geneComp_00019890","Pold4","Pold4","sgC9","sgNTC",0.00118203269078025,TRUE,529
"853","geneComp_00001949","Ap4m1","Ap4m1","sgC9","sgNTC",0.00118229329229722,TRUE,530
"855","geneComp_00019257","Pcnt","Pcnt","sgC9","sgNTC",0.00118451182260524,FALSE,531
"856","geneComp_00019922","Polr2i","Polr2i","sgC9","sgNTC",0.001191798188303,TRUE,532
"857","geneComp_00023461","Taf4","Taf4","sgC9","sgNTC",0.0012066031782834,FALSE,533
"858","geneComp_00014768","Gspt1","Gspt1","sgC9","sgNTC",0.00122942443696372,TRUE,534
"860","geneComp_00016143","Kif7","Kif7","sgC9","sgNTC",0.0012533193385665,FALSE,535
"861","geneComp_00025170","Vmac","Vmac","sgC9","sgNTC",0.00125638169124375,TRUE,536
"863","geneComp_00021951","Senp8","Senp8","sgC9","sgNTC",0.00128063436852849,FALSE,537
"864","geneComp_00026048","Zfp809","Zfp809","sgC9","sgNTC",0.00129276439836992,TRUE,538
"865","geneComp_00019966","Pou2f1","Pou2f1","sgC9","sgNTC",0.00134653174770828,TRUE,539
"866","geneComp_00021687","Saal1","Saal1","sgC9","sgNTC",0.00135386769232403,TRUE,540
"867","geneComp_00014829","Gtpbp8","Gtpbp8","sgC9","sgNTC",0.00136681952493885,TRUE,541
"868","geneComp_00016087","Kdm5c","Kdm5c","sgC9","sgNTC",0.00139120807234663,TRUE,542
"869","geneComp_00023447","Tada2b","Tada2b","sgC9","sgNTC",0.00140659312606587,TRUE,543
"871","geneComp_00025538","Xaf1","Xaf1","sgC9","sgNTC",0.0014124113773213,TRUE,544
"873","geneComp_00021177","Rnf20","Rnf20","sgC9","sgNTC",0.00142872551595858,TRUE,545
"874","geneComp_00000261","1810013L24Rik","1810013L24Rik","sgC9","sgNTC",0.00144598718257943,TRUE,546
"876","geneComp_00005066","Dlgap5","Dlgap5","sgC9","sgNTC",0.00144849244762047,TRUE,547
"877","geneComp_00022995","Spink10","Spink10","sgC9","sgNTC",0.00147069769342857,TRUE,548
"878","geneComp_00025081","Usp6nl","Usp6nl","sgC9","sgNTC",0.00150184400707387,FALSE,549
"880","geneComp_00016078","Kdm3a","Kdm3a","sgC9","sgNTC",0.00150372366847355,FALSE,550
"882","geneComp_00018136","Neurl4","Neurl4","sgC9","sgNTC",0.00150945796229865,TRUE,551
"883","geneComp_00023538","Tbc1d19","Tbc1d19","sgC9","sgNTC",0.00150945796229865,TRUE,552
"885","geneComp_00025809","Zfp266","Zfp266","sgC9","sgNTC",0.00151656001563668,TRUE,553
"886","geneComp_00025878","Zfp414","Zfp414","sgC9","sgNTC",0.00155252101931949,TRUE,554
"888","geneComp_00021056","Ric8a","Ric8a","sgC9","sgNTC",0.00158682350843335,TRUE,555
"890","geneComp_00017966","Nbr1","Nbr1","sgC9","sgNTC",0.00162041023406154,TRUE,556
"891","geneComp_00002242","Asic1","Asic1","sgC9","sgNTC",0.00166683281276813,TRUE,557
"892","geneComp_00006786","Erbb2","Erbb2","sgC9","sgNTC",0.0017348720814999,TRUE,558
"894","geneComp_00022436","Slc35b1","Slc35b1","sgC9","sgNTC",0.00173640019196692,TRUE,559
"896","geneComp_00025060","Usp34","Usp34","sgC9","sgNTC",0.00178509998752749,FALSE,560
"897","geneComp_00025890","Zfp433","Zfp433","sgC9","sgNTC",0.00179449216505602,TRUE,561
"898","geneComp_00016705","Lsm2","Lsm2","sgC9","sgNTC",0.00179827513018762,TRUE,562
"900","geneComp_00024633","Tspan32","Tspan32","sgC9","sgNTC",0.00179827513018762,TRUE,563
"902","geneComp_00023550","Tbc1d32","Tbc1d32","sgC9","sgNTC",0.00183454974057716,TRUE,564
"904","geneComp_00022188","Siah1b","Siah1b","sgC9","sgNTC",0.00185989774841882,FALSE,565
"906","geneComp_00021855","Sdhaf2","Sdhaf2","sgC9","sgNTC",0.0019056806009223,TRUE,566
"908","geneComp_00018462","Nt5c2","Nt5c2","sgC9","sgNTC",0.00195171089978145,TRUE,567
"910","geneComp_00023313","Sugct","Sugct","sgC9","sgNTC",0.00196644075123719,TRUE,568
"911","geneComp_00006819","Erlec1","Erlec1","sgC9","sgNTC",0.00197120342261632,TRUE,569
"912","geneComp_00026042","Zfp788","Zfp788","sgC9","sgNTC",0.00203208789904154,TRUE,570
"913","geneComp_00024322","Top3b","Top3b","sgC9","sgNTC",0.0021162979060174,TRUE,571
"915","geneComp_00021258","Rph3al","Rph3al","sgC9","sgNTC",0.00214903024295566,FALSE,572
"917","geneComp_00023973","Tmem106b","Tmem106b","sgC9","sgNTC",0.00217103728812172,TRUE,573
"918","geneComp_00023182","Stam2","Stam2","sgC9","sgNTC",0.00218396278160276,TRUE,574
"920","geneComp_00016341","Lamc2","Lamc2","sgC9","sgNTC",0.00224405063968031,TRUE,575
"922","geneComp_00022124","Sh3bp1","Sh3bp1","sgC9","sgNTC",0.00224852704578384,FALSE,576
"923","geneComp_00015921","Jpx","Jpx","sgC9","sgNTC",0.00227233138138551,TRUE,577
"924","geneComp_00023665","Tec","Tec","sgC9","sgNTC",0.00227930516921141,TRUE,578
"925","geneComp_00018960","Osbpl6","Osbpl6","sgC9","sgNTC",0.00229484226060223,TRUE,579
"926","geneComp_00014558","Gosr2","Gosr2","sgC9","sgNTC",0.00237751334304147,TRUE,580
